10.1111/j.1471-8847.2007.00217.x,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1111/j.1558-5646.2008.00434.x,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1016/j.wear.2007.12.015,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1111/j.1468-0289.2007.0041.x,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1017/S0140525X08004640,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1177/1059712308094947,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1016/j.breast.2008.02.003,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1016/j.tcs.2008.04.027,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1111/j.1460-9568.2008.06389.x,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1111/j.1365-2133.2008.08701.x,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1109/JMEMS.2008.924270,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1111/j.1365-2702.2007.02166.x,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1097/CCM.0b013e318181140f,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
10.1371/journal.pmed.0050168,,grid.4305.2,wos,2008-08,2018-11-27 15:16:06.894621+00:00,,2018-11-27 15:16:06.894621+00:00,,,3d5487bf-1eb8-4108-9ce2-c8f214e72328,,3d5487bf-1eb8-4108-9ce2-c8f214e72328
